Institucion,Organismo responsable,Expediente,Fecha,Tipo,Objeto,Procedimiento,Ambito_geografico,Materias_CPV,Observaciones,nif_licitador,valor_estimado_licitacion,nombre_poder_adjudicador,nif_adjudicador,nombre_adjudicatario,nif_adjudicatario,valor_oferta_adjudicada,verificacion_organismo,Enlace HTML
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",Instituto Social de la Marina,602025MA9301.,17/03/2025,Licitación,"Suministro de combustible para la flota de buques sanitarios del Instituto Social de la Marina: ""Esperanza del Mar"" y ""Juan de la Cosa"".",Abierto,Comunidad de Madrid,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía",Acuerdo marco.,Q2869056H.,"8.400.000,00 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9777
AGENCIA ESPAÑOLA DE PROTECCIÓN DE DATOS,Agencia Española de Protección de Datos,EX20240093.,17/03/2025,Contratación,Suministro de las licencias del espacio de productividad y trabajo colaborativo de la AEPD.,Restringido,Nacional,48000000 Paquetes de software y sistemas de información,No disponible,No disponible,No disponible,Agencia Española de Protección de Datos.,Q2813014D.,TELEFONICA SOLUCIONES DE INFORMÁTICA Y COMUNICACIONES DE ESPAÑA SAU.,A78053147.,"271.415,47 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9778
"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",Dirección de la Agencia Estatal Boletín Oficial del Estado,202400000096.,18/03/2025,Contratación,Servicio de mantenimiento de un sistema de almacenamiento de propósito general.,Abierto,Comunidad de Madrid,50300000 Servicios de reparación y mantenimiento,No disponible,No disponible,No disponible,Dirección de la Agencia Estatal Boletín Oficial del Estado .,Q2811001C.,"SPECIALIST COMPUTER CENTRES, S.L.",b81644387.,"38.343,55 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9931
"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",Dirección de la Agencia Estatal Boletín Oficial del Estado,202400000097.,18/03/2025,Contratación,"Suministro de cajas de embalaje armable de diferentes medidas, para el envío de pedidos de la Librería y de la Imprenta Nacional de la AEOBE de las siguientes medidas: Modelo A. Embalaje cartón 135X210 mm aproximadamente. Modelo B. Embalaje cartón 175X245 mm aproximadamente. Modelo C. Embalaje cartón 250X320 mm aproximadamente.",Abierto,Comunidad de Madrid,44000000 Estructuras y materiales de construcción; productos auxiliares para la construcción (excepto aparatos eléctricos),No disponible,No disponible,No disponible,Dirección de la Agencia Estatal Boletín Oficial del Estado .,Q2811001C.,TAMAYO Y CÍA SA.,A28007557.,"2.535,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9932
"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",Dirección de la Agencia Estatal Boletín Oficial del Estado,202400000104.,18/03/2025,Contratación,Servicio de mantenimiento del sistema de almacenamiento de alta seguridad para sistemas críticos.,Abierto,Comunidad de Madrid,50300000 Servicios de reparación y mantenimiento,No disponible,No disponible,No disponible,Dirección de la Agencia Estatal Boletín Oficial del Estado .,Q2811001C.,LYNX VIEW SL.,B54727367.,"41.990,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9933
"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",Consejo de Administración del Patrimonio Nacional,202550PAS078.,18/03/2025,Licitación,Suministro e instalación de maquinaria en distintos centros de trabajo del CAPN.,Abierto,Comunidad de Madrid,"16000000 Maquinaria agrícola 31000000 Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación 42000000 Maquinaria industrial 43000000 Maquinaria para la minería y la explotación de canteras y equipo de construcción",Varios lotes.,S2801002C.,"140.204,00 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9934
MINISTERIO DE DEFENSA,Intendente de Ferrol,2024/AR42U/00003199E.,18/03/2025,Contratación,Servicio abierto de reparación de sostenimiento de la habitabilidad de los buques apoyados por el Arsenal de Ferrol y aquellos en tránsito de otros Arsenales.,Abierto,Galicia,"39000000 Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza 50600000 Servicios de reparación y mantenimiento",No disponible,No disponible,No disponible,Intendente de Ferrol.,S1515003J.,"CAMUYDE, S.L.",B15025760.,"18.000,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9935
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2025/ETSAE0906/00000023E.,18/03/2025,Contratación,Adquisición de redes multiespectrales 2d.,No disponible,Comunidad de Madrid,"39000000 Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza",Acuerdo marco.,No disponible,No disponible,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico.,S2800811H.,"AMPER SISTEMAS, S.A.",A19024249.,"1.296.759,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9936
MINISTERIO DE DEFENSA,Dirección de Asuntos Económicos del Ejército,2024/ETSAE0905/00000646E.,18/03/2025,Licitación,Acuerdo Marco de mantenimiento integral de centros de instrucción acuática del MAPER.,Abierto,Comunidad de Madrid,50800000 Servicios de reparación y mantenimiento,Acuerdo marco. Varios lotes.,S2830078H.,"10.116.433,75 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9937
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00005617E.,18/03/2025,Contratación,Contrato Basado del AM 2021/ETSAE0906/00004198E para la Adquisición de Uniforme Técnico de Montaña. Anualidad 2025.,Abierto,País Vasco,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa",Acuerdo marco.,No disponible,No disponible,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico.,S2800811H.,"IMPORT ARRASATE, S.L.",B20212775.,"210.000,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9938
MINISTERIO DE DEFENSA,Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire y del Espacio,2025/EA02/00000075E.,18/03/2025,Licitación,20257002 Madrid / Torrejón / Contratación de servicio para el funcionamiento y mantenimiento en régimen de operación del edificio CARS en la B.A. de Torrejón.,Abierto,Comunidad de Madrid,50700000 Servicios de reparación y mantenimiento,No disponible,S2830189C.,"2.233.500,00 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9939
MINISTERIO DE DEFENSA,Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire y del Espacio,2025/EA02/00000090E.,18/03/2025,Licitación,20257306 Adquisición de vehículo autoextintor de 7.000 litros.,Abierto,Comunidad de Madrid,34000000 Equipos de transporte y productos auxiliares,No disponible,S2830189C.,"585.123,96 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9940
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 12 - Agrupación del Acuartelamiento Aéreo Tablada,2024/EA12/00002377E.,18/03/2025,Contratación,Servicio de prácticas en simulador de helicópteros Super Puma HT-21 AS-332 M1 para tripulaciones del Ejército del Aire y del Espacio en la anualidad del 2025.,No disponible,Andalucía,80000000 Servicios de enseñanza y formación,No disponible,No disponible,No disponible,Jefatura de la Sección Económico Administrativa 12 - Agrupación del Acuartelamiento Aéreo Tablada.,S4130033F.,CAE.,No disponible,"61.150,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9941
MINISTERIO DE HACIENDA,Comisionado para el Mercado de Tabacos,202500000005.,18/03/2025,Licitación,Servicio de Atención e Información Ciudadana Multicanal.,Abierto,Comunidad de Madrid,"64000000 Servicios de correos y telecomunicaciones 79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,Q2826042J.,"1.187.912,50 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9942
MINISTERIO DE HACIENDA,Dirección del Servicio de Gestión Económica de la Agencia Estatal de la Administración Tributaria,24700048200.,18/03/2025,Licitación,Servicio de co-dirección de obra y Asistencia Técnica a la Dirección de Ejecución de la Obra en materia de instalaciones en las obras de refuerzo de la estructura y reforma del edificio sede de la Delegación de la AEAT de Málaga.,Abierto,Nacional,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",No disponible,Q2826000H.,"159.927,07 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9943
MINISTERIO DEL INTERIOR,Dirección General de Tráfico,3DGT6AP00016.,18/03/2025,Contratación,"Servicio para la realización del Plan de Campañas de divulgación de la Seguridad Vial, comunicación interna y comunicación institucional de la Dirección General de Tráfico 2025/2026.",Abierto,Nacional,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,No disponible,No disponible,Dirección General de Tráfico.,Q2816003D.,OGILVY & MATHER PUBLICIDAD MADRID SA.,A28681724.,"1.400.000,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9944
MINISTERIO DEL INTERIOR,Dirección General de Tráfico,2DGT2AP00036.,18/03/2025,Licitación,Contratación de un servicio de vigilancia en las dependencias oficiales de las Jefaturas Provinciales de Tráfico en la comunidad autónoma de Castilla y León.,Abierto,Castilla y León,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,Q2816003D.,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9945
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección General de Carreteras,B30243055700.,18/03/2025,Contratación,"30.613/24; AT-MU-5570; Asistencia técnica para el control y vigilancia de las obras: ""Duplicación de la carretera de acceso a la dársena de escombreras (CT-34) entre los pp.kk. 9+020 y 9+735. TM Cartagena, Murcia.",Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",No disponible,No disponible,No disponible,Dirección General de Carreteras.,S2817015G.,"Técnica y Proyectos,SA (TYPSA).",A28171288.,"65.438,22 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9946
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,3.24/27507.0055.,18/03/2025,Contratación,Ejecución de las obras del proyecto de construcción de supresión del paso a nivel del p.k. 391/310 de la línea RFIG La Encina a Alacant - Terminal (nº de línea 330) Término Municipal de Villena (Alicante).,Abierto,Comunidad Valenciana,45000000 Trabajos de construcción,Demolición.,No disponible,No disponible,ADIF - Presidencia.,Q2801660H.,UTE Pn Villena.,U75981621.,"3.441.408,48 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9947
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Junta de Contratación del Ministerio de Transportes y Movilidad Sostenible,24PPN2AA0112.,18/03/2025,Contratación,Servicios de traducción de textos y transcripción para el Minsiterio de Transportes y Movilidad Sostenible.,Abierto,Comunidad de Madrid,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,No disponible,No disponible,Junta de Contratación del Ministerio de Transportes y Movilidad Sostenible.,S2800441D.,LINGUASERVE INTERNACIONALIZACIÓN DE SERVICIOS S.A.,A82615972.,"24.997,50 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9949
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF - Presidencia,3.25/27108.0019.,18/03/2025,Licitación,Obras de Ejecución del Proyecto Constructivo de Mejora de los Centros de Alimentación y Transformación de la Jefatura de Mantenimiento de Linares.,Abierto,Nacional,45000000 Trabajos de construcción,Reforma.,Q2801660H.,"754.595,45 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9950
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ADIF -Consejo de Administración,2.24/21506.0064.,18/03/2025,Licitación,"Mantenimiento de las instalaciones de energía de tracción: línea aérea de contacto, telemando de energía, subestaciones, centros de autotransformación y sistemas asociados de LAV sur tramos: Madrid- Sevilla, La Sagra-Toledo, Córdoba-Málaga y Antequera-Granada.",Abierto,Nacional,50500000 Servicios de reparación y mantenimiento,No disponible,Q2801660H.,"39.016.949,05 euros.",No disponible,No disponible,No disponible,No disponible,No disponible,No comprobado,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9951
MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,Dirección de la Agencia Estatal de Seguridad Aérea,2024CPW00139.,18/03/2025,Contratación,"232/A24 Servicios de alta, custodia y consulta de documentación para la Agencia Estatal de Seguridad Aérea.",Abierto,Nacional,66000000 Servicios financieros y de seguros,No disponible,No disponible,No disponible,Dirección de la Agencia Estatal de Seguridad Aérea.,Q2801615B.,"GIT DOC, S.L.",B82001165.,"23.185,12 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9952
"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",Presidencia del Consejo Superior de Deportes,2024hMA00215.,18/03/2025,Contratación,"Contratación de las licencias de los servicios asociados al Centro Superior de Enseñanzas Deportivas, CSED: Google Maps y Videoconferencia Zoom.",Abierto,Comunidad de Madrid,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",Lote 2.,No disponible,No disponible,Presidencia del Consejo Superior de Deportes.,Q2828001D.,COMPAÑÍA INSULAR DE COMUNICACIONES CICOM 96 SL.,B38447355.,"10.360,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9954
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Presidencia de la Confederación Hidrográfica del Guadalquivir,CU(SG)-7118.,18/03/2025,Contratación,"Contrato de suministro de vestuario 2024-2025, para el personal de presas, hidrología y mantenimiento de la Confederación Hidrográfica del Guadalquivir.",Abierto,Andalucía,"18000000 Prendas de vestir, calzado, artículos de viaje y accesorios",Lote 5.,No disponible,No disponible,Presidencia de la Confederación Hidrográfica del Guadalquivir.,Q4117001J.,"GOIPE SEVILLA, S.L.",B41058801.,"4.530,40 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9955
MINISTERIO DE CULTURA,Dirección General de Patrimonio Cultural y Bellas Artes,NS240105.,18/03/2025,Contratación,Suministro de los derechos de uso y actualización de versiones del software Absysnet de la Subdirección General del Instituto del Patrimonio Cultural de España.,Negociado sin publicidad,Comunidad de Madrid,48000000 Paquetes de software y sistemas de información,No disponible,No disponible,No disponible,Dirección General de Patrimonio Cultural y Bellas Artes.,S2800239B.,"BARATZ SERVICIOS DE TELEDOCUMENTACIÓN, S.A.",A78468881.,"8.995,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9956
MINISTERIO DE CULTURA,Dirección General del Instituto Nacional de las Artes Escénicas y de la Música,MS240101.,18/03/2025,Contratación,Suministro de pódium de director de orquesta para el Teatro Lírico Nacional de la Zarzuela.,Abierto,Comunidad de Madrid,"37000000 Instrumentos musicales, artículos deportivos, juegos, juguetes, artículos de artesanía, materiales artísticos y accesorios",No disponible,No disponible,No disponible,Dirección General del Instituto Nacional de las Artes Escénicas y de la Música.,Q2818024H.,"TK Elevadores España,S.L.",B46001897.,"29.044,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9957
MINISTERIO DE CULTURA,Dirección General del Instituto Nacional de las Artes Escénicas y de la Música,2024NAC00004.,18/03/2025,Contratación,"Dirección de escena del espectáculo Los brutos, con destino al Centro Dramático Nacional, cuyo estreno está previsto en la Sala Francisco Nieva.",No disponible,Comunidad de Madrid,"92000000 Servicios de esparcimiento, culturales y deportivos",No disponible,No disponible,No disponible,Dirección General del Instituto Nacional de las Artes Escénicas y de la Música.,Q2818024H.,ROBERTO CARLOS MARTÍN MAIZTEGUI.,***5241**.,"17.500,00 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9958
"MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030",Dirección Gerente del Centro de Recuperación de Personas con Discapacidad Física (IMSERSO) Albacete,2025/00031.,18/03/2025,Contratación,Suministro de Material Sanitario e higiene con destino al Centro de Recuperación para Personas con Discapacidad Física (CRMF) de Albacete.,Abierto,Castilla-La Mancha,"33600000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal 33700000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal",No disponible,No disponible,No disponible,Dirección Gerente del Centro de Recuperación de Personas con Discapacidad Física (IMSERSO) Albacete.,Q0269002B.,ORTOACTIVA S.L.,B54712153.,"4.081,31 euros.",OK,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2025-9959
